rubric_title,course,module,criterion,level4_name,level4_points,level4_description,level3_name,level3_points,level3_description,level2_name,level2_points,level2_description,level1_name,level1_points,level1_description
08-air-intake-exhaust-systems - week-04-diagnostics,08-air-intake-exhaust-systems,week-04-diagnostics,(list objectives for Air Intake & Exhaust Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for air intake & exhaust systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for air intake & exhaust systems).,Approaching (2),2,Partial performance showing basic (list objectives for air intake & exhaust systems).
08-air-intake-exhaust-systems - week-05-service-procedures,08-air-intake-exhaust-systems,week-05-service-procedures,(list objectives for Air Intake & Exhaust Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for air intake & exhaust systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for air intake & exhaust systems).,Approaching (2),2,Partial performance showing basic (list objectives for air intake & exhaust systems).
08-air-intake-exhaust-systems - week-06-review,08-air-intake-exhaust-systems,week-06-review,(list objectives for Air Intake & Exhaust Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for air intake & exhaust systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for air intake & exhaust systems).,Approaching (2),2,Partial performance showing basic (list objectives for air intake & exhaust systems).
Course Rubric — DRAFT,09-electric-vehicle-fundamentals,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,09-electric-vehicle-fundamentals,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,09-electric-vehicle-fundamentals,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,09-electric-vehicle-fundamentals,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
09-electric-vehicle-fundamentals - week-01-introduction,09-electric-vehicle-fundamentals,week-01-introduction,(list objectives for Electric Vehicle Fundamentals),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electric vehicle fundamentals).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electric vehicle fundamentals).,Approaching (2),2,Partial performance showing basic (list objectives for electric vehicle fundamentals).
09-electric-vehicle-fundamentals - week-02-fundamentals,09-electric-vehicle-fundamentals,week-02-fundamentals,(list objectives for Electric Vehicle Fundamentals),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electric vehicle fundamentals).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electric vehicle fundamentals).,Approaching (2),2,Partial performance showing basic (list objectives for electric vehicle fundamentals).
09-electric-vehicle-fundamentals - week-03-components,09-electric-vehicle-fundamentals,week-03-components,(list objectives for Electric Vehicle Fundamentals),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electric vehicle fundamentals).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electric vehicle fundamentals).,Approaching (2),2,Partial performance showing basic (list objectives for electric vehicle fundamentals).
09-electric-vehicle-fundamentals - week-04-diagnostics,09-electric-vehicle-fundamentals,week-04-diagnostics,(list objectives for Electric Vehicle Fundamentals),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electric vehicle fundamentals).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electric vehicle fundamentals).,Approaching (2),2,Partial performance showing basic (list objectives for electric vehicle fundamentals).
09-electric-vehicle-fundamentals - week-05-service-procedures,09-electric-vehicle-fundamentals,week-05-service-procedures,(list objectives for Electric Vehicle Fundamentals),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electric vehicle fundamentals).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electric vehicle fundamentals).,Approaching (2),2,Partial performance showing basic (list objectives for electric vehicle fundamentals).
09-electric-vehicle-fundamentals - week-06-review,09-electric-vehicle-fundamentals,week-06-review,(list objectives for Electric Vehicle Fundamentals),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electric vehicle fundamentals).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electric vehicle fundamentals).,Approaching (2),2,Partial performance showing basic (list objectives for electric vehicle fundamentals).
Course Rubric — DRAFT,10-hybrid-vehicle-systems,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,10-hybrid-vehicle-systems,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,10-hybrid-vehicle-systems,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,10-hybrid-vehicle-systems,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
10-hybrid-vehicle-systems - week-01-introduction,10-hybrid-vehicle-systems,week-01-introduction,(list objectives for Hybrid Vehicle Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for hybrid vehicle systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for hybrid vehicle systems).,Approaching (2),2,Partial performance showing basic (list objectives for hybrid vehicle systems).
10-hybrid-vehicle-systems - week-02-fundamentals,10-hybrid-vehicle-systems,week-02-fundamentals,(list objectives for Hybrid Vehicle Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for hybrid vehicle systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for hybrid vehicle systems).,Approaching (2),2,Partial performance showing basic (list objectives for hybrid vehicle systems).
10-hybrid-vehicle-systems - week-03-components,10-hybrid-vehicle-systems,week-03-components,(list objectives for Hybrid Vehicle Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for hybrid vehicle systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for hybrid vehicle systems).,Approaching (2),2,Partial performance showing basic (list objectives for hybrid vehicle systems).
10-hybrid-vehicle-systems - week-04-diagnostics,10-hybrid-vehicle-systems,week-04-diagnostics,(list objectives for Hybrid Vehicle Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for hybrid vehicle systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for hybrid vehicle systems).,Approaching (2),2,Partial performance showing basic (list objectives for hybrid vehicle systems).
10-hybrid-vehicle-systems - week-05-service-procedures,10-hybrid-vehicle-systems,week-05-service-procedures,(list objectives for Hybrid Vehicle Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for hybrid vehicle systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for hybrid vehicle systems).,Approaching (2),2,Partial performance showing basic (list objectives for hybrid vehicle systems).
10-hybrid-vehicle-systems - week-06-review,10-hybrid-vehicle-systems,week-06-review,(list objectives for Hybrid Vehicle Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for hybrid vehicle systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for hybrid vehicle systems).,Approaching (2),2,Partial performance showing basic (list objectives for hybrid vehicle systems).
Course Rubric — DRAFT,11-ev-battery-technology,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,11-ev-battery-technology,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,11-ev-battery-technology,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,11-ev-battery-technology,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
11-ev-battery-technology - week-01-introduction,11-ev-battery-technology,week-01-introduction,(list objectives for EV Battery Technology),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for ev battery technology).,Meets expectations (3),3,Competent performance meeting expected (list objectives for ev battery technology).,Approaching (2),2,Partial performance showing basic (list objectives for ev battery technology).
11-ev-battery-technology - week-02-fundamentals,11-ev-battery-technology,week-02-fundamentals,(list objectives for EV Battery Technology),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for ev battery technology).,Meets expectations (3),3,Competent performance meeting expected (list objectives for ev battery technology).,Approaching (2),2,Partial performance showing basic (list objectives for ev battery technology).
11-ev-battery-technology - week-03-components,11-ev-battery-technology,week-03-components,(list objectives for EV Battery Technology),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for ev battery technology).,Meets expectations (3),3,Competent performance meeting expected (list objectives for ev battery technology).,Approaching (2),2,Partial performance showing basic (list objectives for ev battery technology).
11-ev-battery-technology - week-04-diagnostics,11-ev-battery-technology,week-04-diagnostics,(list objectives for EV Battery Technology),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for ev battery technology).,Meets expectations (3),3,Competent performance meeting expected (list objectives for ev battery technology).,Approaching (2),2,Partial performance showing basic (list objectives for ev battery technology).
11-ev-battery-technology - week-05-service-procedures,11-ev-battery-technology,week-05-service-procedures,(list objectives for EV Battery Technology),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for ev battery technology).,Meets expectations (3),3,Competent performance meeting expected (list objectives for ev battery technology).,Approaching (2),2,Partial performance showing basic (list objectives for ev battery technology).
11-ev-battery-technology - week-06-review,11-ev-battery-technology,week-06-review,(list objectives for EV Battery Technology),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for ev battery technology).,Meets expectations (3),3,Competent performance meeting expected (list objectives for ev battery technology).,Approaching (2),2,Partial performance showing basic (list objectives for ev battery technology).
Course Rubric — DRAFT,12-virtual-lab-safety-and-tools,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,12-virtual-lab-safety-and-tools,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,12-virtual-lab-safety-and-tools,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,12-virtual-lab-safety-and-tools,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
Course Rubric — DRAFT,12-virtual-lab-safety-tools,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,12-virtual-lab-safety-tools,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,12-virtual-lab-safety-tools,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,12-virtual-lab-safety-tools,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
12-virtual-lab-safety-tools - week-01-introduction,12-virtual-lab-safety-tools,week-01-introduction,(list objectives for Virtual Lab Safety & Tools),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for virtual lab safety & tools).,Meets expectations (3),3,Competent performance meeting expected (list objectives for virtual lab safety & tools).,Approaching (2),2,Partial performance showing basic (list objectives for virtual lab safety & tools).
12-virtual-lab-safety-tools - week-02-fundamentals,12-virtual-lab-safety-tools,week-02-fundamentals,(list objectives for Virtual Lab Safety & Tools),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for virtual lab safety & tools).,Meets expectations (3),3,Competent performance meeting expected (list objectives for virtual lab safety & tools).,Approaching (2),2,Partial performance showing basic (list objectives for virtual lab safety & tools).
12-virtual-lab-safety-tools - week-03-components,12-virtual-lab-safety-tools,week-03-components,(list objectives for Virtual Lab Safety & Tools),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for virtual lab safety & tools).,Meets expectations (3),3,Competent performance meeting expected (list objectives for virtual lab safety & tools).,Approaching (2),2,Partial performance showing basic (list objectives for virtual lab safety & tools).
12-virtual-lab-safety-tools - week-04-diagnostics,12-virtual-lab-safety-tools,week-04-diagnostics,(list objectives for Virtual Lab Safety & Tools),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for virtual lab safety & tools).,Meets expectations (3),3,Competent performance meeting expected (list objectives for virtual lab safety & tools).,Approaching (2),2,Partial performance showing basic (list objectives for virtual lab safety & tools).
12-virtual-lab-safety-tools - week-05-service-procedures,12-virtual-lab-safety-tools,week-05-service-procedures,(list objectives for Virtual Lab Safety & Tools),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for virtual lab safety & tools).,Meets expectations (3),3,Competent performance meeting expected (list objectives for virtual lab safety & tools).,Approaching (2),2,Partial performance showing basic (list objectives for virtual lab safety & tools).
12-virtual-lab-safety-tools - week-06-review,12-virtual-lab-safety-tools,week-06-review,(list objectives for Virtual Lab Safety & Tools),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for virtual lab safety & tools).,Meets expectations (3),3,Competent performance meeting expected (list objectives for virtual lab safety & tools).,Approaching (2),2,Partial performance showing basic (list objectives for virtual lab safety & tools).
Course Rubric — DRAFT,13-virtual-diagnostic-procedures,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,13-virtual-diagnostic-procedures,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,13-virtual-diagnostic-procedures,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,13-virtual-diagnostic-procedures,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
13-virtual-diagnostic-procedures - week-01-introduction,13-virtual-diagnostic-procedures,week-01-introduction,(list objectives for Virtual Diagnostic Procedures),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for virtual diagnostic procedures).,Meets expectations (3),3,Competent performance meeting expected (list objectives for virtual diagnostic procedures).,Approaching (2),2,Partial performance showing basic (list objectives for virtual diagnostic procedures).
13-virtual-diagnostic-procedures - week-02-fundamentals,13-virtual-diagnostic-procedures,week-02-fundamentals,(list objectives for Virtual Diagnostic Procedures),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for virtual diagnostic procedures).,Meets expectations (3),3,Competent performance meeting expected (list objectives for virtual diagnostic procedures).,Approaching (2),2,Partial performance showing basic (list objectives for virtual diagnostic procedures).
13-virtual-diagnostic-procedures - week-03-components,13-virtual-diagnostic-procedures,week-03-components,(list objectives for Virtual Diagnostic Procedures),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for virtual diagnostic procedures).,Meets expectations (3),3,Competent performance meeting expected (list objectives for virtual diagnostic procedures).,Approaching (2),2,Partial performance showing basic (list objectives for virtual diagnostic procedures).
13-virtual-diagnostic-procedures - week-04-diagnostics,13-virtual-diagnostic-procedures,week-04-diagnostics,(list objectives for Virtual Diagnostic Procedures),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for virtual diagnostic procedures).,Meets expectations (3),3,Competent performance meeting expected (list objectives for virtual diagnostic procedures).,Approaching (2),2,Partial performance showing basic (list objectives for virtual diagnostic procedures).
13-virtual-diagnostic-procedures - week-05-service-procedures,13-virtual-diagnostic-procedures,week-05-service-procedures,(list objectives for Virtual Diagnostic Procedures),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for virtual diagnostic procedures).,Meets expectations (3),3,Competent performance meeting expected (list objectives for virtual diagnostic procedures).,Approaching (2),2,Partial performance showing basic (list objectives for virtual diagnostic procedures).
13-virtual-diagnostic-procedures - week-06-review,13-virtual-diagnostic-procedures,week-06-review,(list objectives for Virtual Diagnostic Procedures),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for virtual diagnostic procedures).,Meets expectations (3),3,Competent performance meeting expected (list objectives for virtual diagnostic procedures).,Approaching (2),2,Partial performance showing basic (list objectives for virtual diagnostic procedures).
Course Rubric — DRAFT,14-advanced-engine-diagnostics,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,14-advanced-engine-diagnostics,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,14-advanced-engine-diagnostics,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,14-advanced-engine-diagnostics,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
14-advanced-engine-diagnostics - week-01-introduction,14-advanced-engine-diagnostics,week-01-introduction,(list objectives for Advanced Engine Diagnostics),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for advanced engine diagnostics).,Meets expectations (3),3,Competent performance meeting expected (list objectives for advanced engine diagnostics).,Approaching (2),2,Partial performance showing basic (list objectives for advanced engine diagnostics).
14-advanced-engine-diagnostics - week-02-fundamentals,14-advanced-engine-diagnostics,week-02-fundamentals,(list objectives for Advanced Engine Diagnostics),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for advanced engine diagnostics).,Meets expectations (3),3,Competent performance meeting expected (list objectives for advanced engine diagnostics).,Approaching (2),2,Partial performance showing basic (list objectives for advanced engine diagnostics).
14-advanced-engine-diagnostics - week-03-components,14-advanced-engine-diagnostics,week-03-components,(list objectives for Advanced Engine Diagnostics),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for advanced engine diagnostics).,Meets expectations (3),3,Competent performance meeting expected (list objectives for advanced engine diagnostics).,Approaching (2),2,Partial performance showing basic (list objectives for advanced engine diagnostics).
14-advanced-engine-diagnostics - week-04-diagnostics,14-advanced-engine-diagnostics,week-04-diagnostics,(list objectives for Advanced Engine Diagnostics),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for advanced engine diagnostics).,Meets expectations (3),3,Competent performance meeting expected (list objectives for advanced engine diagnostics).,Approaching (2),2,Partial performance showing basic (list objectives for advanced engine diagnostics).
14-advanced-engine-diagnostics - week-05-service-procedures,14-advanced-engine-diagnostics,week-05-service-procedures,(list objectives for Advanced Engine Diagnostics),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for advanced engine diagnostics).,Meets expectations (3),3,Competent performance meeting expected (list objectives for advanced engine diagnostics).,Approaching (2),2,Partial performance showing basic (list objectives for advanced engine diagnostics).
14-advanced-engine-diagnostics - week-06-review,14-advanced-engine-diagnostics,week-06-review,(list objectives for Advanced Engine Diagnostics),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for advanced engine diagnostics).,Meets expectations (3),3,Competent performance meeting expected (list objectives for advanced engine diagnostics).,Approaching (2),2,Partial performance showing basic (list objectives for advanced engine diagnostics).
Course Rubric — DRAFT,15-automotive-network-systems,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,15-automotive-network-systems,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,15-automotive-network-systems,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,15-automotive-network-systems,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
15-automotive-network-systems - week-01-introduction,15-automotive-network-systems,week-01-introduction,(list objectives for Automotive Network Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for automotive network systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for automotive network systems).,Approaching (2),2,Partial performance showing basic (list objectives for automotive network systems).
15-automotive-network-systems - week-02-fundamentals,15-automotive-network-systems,week-02-fundamentals,(list objectives for Automotive Network Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for automotive network systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for automotive network systems).,Approaching (2),2,Partial performance showing basic (list objectives for automotive network systems).
15-automotive-network-systems - week-03-components,15-automotive-network-systems,week-03-components,(list objectives for Automotive Network Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for automotive network systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for automotive network systems).,Approaching (2),2,Partial performance showing basic (list objectives for automotive network systems).
15-automotive-network-systems - week-04-diagnostics,15-automotive-network-systems,week-04-diagnostics,(list objectives for Automotive Network Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for automotive network systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for automotive network systems).,Approaching (2),2,Partial performance showing basic (list objectives for automotive network systems).
15-automotive-network-systems - week-05-service-procedures,15-automotive-network-systems,week-05-service-procedures,(list objectives for Automotive Network Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for automotive network systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for automotive network systems).,Approaching (2),2,Partial performance showing basic (list objectives for automotive network systems).
15-automotive-network-systems - week-06-review,15-automotive-network-systems,week-06-review,(list objectives for Automotive Network Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for automotive network systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for automotive network systems).,Approaching (2),2,Partial performance showing basic (list objectives for automotive network systems).
Course Rubric — DRAFT,16-adas-and-driver-assistance,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,16-adas-and-driver-assistance,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,16-adas-and-driver-assistance,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,16-adas-and-driver-assistance,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
Course Rubric — DRAFT,16-adas-driver-assistance,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,16-adas-driver-assistance,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,16-adas-driver-assistance,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,16-adas-driver-assistance,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
